xml_path,xml_attribute,target_table,target_column,mapping_type,expression
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_address_confirmed,app_funding_checklist_rl,address_confirmed_flag,char_to_bit,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_amt_financed_within_policy,app_funding_rl,amount_financed_within_policy_flag,char_to_bit,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_apr_within_guidelines,app_funding_checklist_rl,apr_within_guidelines_flag,char_to_bit,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_cash_down_payment,app_funding_contract_rl,cash_down_payment,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_cash_proceeds,app_funding_contract_rl,cash_proceeds,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_contract_state,app_funding_contract_rl,contract_state,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_correct_contract_state,app_funding_checklist_rl,correct_contract_state_flag,char_to_bit,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_down_pymt_percentage,app_funding_contract_rl,down_payment_percentage,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_fee_Florida_doc_stamp_tax,app_funding_contract_rl,document_tax_fee,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_fee_ucc1,app_funding_contract_rl,ucc_fee,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_first_pymnt_by_dlr,app_funding_contract_rl,first_payment_by_dealer,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_initials_presented,app_funding_checklist_rl,initials_presented_flag,char_to_bit,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_itemization_confirmed,app_funding_checklist_rl,itemization_confirmed_flag,char_to_bit,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_loan_to_value_percentage,app_funding_contract_rl,loan_to_value_percentage,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_loan_to_value_percentage_with_fees,app_funding_contract_rl,loan_to_value_percentage_with_fees,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_net_tradein_allowance,app_funding_contract_rl,net_tradein_allowance,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_note_date,app_funding_contract_rl,note_signed_date,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_note_pymt_amount,app_funding_contract_rl,note_payment_amount,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_participation_percentage,app_funding_rl,participation_percentage,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_participation_proceeds,app_funding_rl,participation_proceeds,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_pymt_schedule_confirmed,app_funding_checklist_rl,payment_schedule_confirmed_flag,char_to_bit,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_rate_over_split,app_funding_contract_rl,apr,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_sale_price,app_funding_contract_rl,sale_price,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_signed_borrower1,app_funding_checklist_rl,contract_signed_pr_flag,char_to_bit,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_signed_borrower2,app_funding_checklist_rl,contract_signed_sec_flag,char_to_bit,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_titled_in_state,app_funding_contract_rl,titled_in_state,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_total_dealer_proceeds,app_funding_contract_rl,dealer_proceeds_amount,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_UCC_prin_refund,app_funding_contract_rl,ucc_principal_refund,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ct_verified_against_program,app_funding_checklist_rl,verified_against_program_flag,char_to_bit,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,dl_borrower1,app_funding_checklist_rl,drivers_license_confirmed_pr_enum,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,dl_borrower1_dob_confirmed,app_funding_checklist_rl,drivers_license_dob_confirmed_pr_enum,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,dl_borrower2,app_funding_checklist_rl,drivers_license_confirmed_sec_enum,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,dl_borrower2_dob_confirmed,app_funding_checklist_rl,drivers_license_dob_confirmed_sec_enum,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,document_prep_fee,app_funding_contract_rl,document_prep_fee,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,finance_charge,app_funding_contract_rl,finance_charge,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,fund_this_loan_indicator,app_transactional_rl,fund_loan_indicator_enum,enum,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,funding_contact_code,app_operational_rl,assigned_funding_analyst,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,guarantee_of_lien,app_funding_checklist_rl,guarantee_of_lien_enum,enum,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,inc_fund_expiration_date,app_funding_contract_rl,income_expiration_date,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ins_deductible_within_policy,app_funding_checklist_rl,insurance_deductible_within_policy_enum,enum,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ins_mb_lienholder,app_funding_checklist_rl,insurance_mb_lienholder_enum,enum,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ins_motor_vin_confirm,app_funding_checklist_rl,insurance_motor_vin_confirm_enum,enum,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ins_rv_boat_vin_confirm,app_funding_checklist_rl,insurance_rv_boat_vin_confirm_enum,enum,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ins_trailer_vin_confirm,app_funding_checklist_rl,insurance_trailer_vin_confirm_enum,enum,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,license_fee,app_funding_contract_rl,license_fee,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,loan_1st_pymt_not7days,app_funding_rl,first_payment_not_in_7_days_flag,char_to_bit,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,loan_amount_approved,app_funding_rl,loan_amount_approved_flag,char_to_bit,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,loan_amount_within_policy,app_funding_rl,loan_amount_within_policy_flag,char_to_bit,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,loan_Credit_pulled_within_30days,app_funding_rl,credit_pulled_within_30_days_flag,char_to_bit,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,loan_down_pymt_approved,app_funding_checklist_rl,down_payment_approved_flag,char_to_bit,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,loan_down_pymt_within_policy,app_funding_rl,down_payment_within_policy_flag,char_to_bit,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,loan_DTI_ratio_within_policy,app_funding_rl,dti_within_policy_flag,char_to_bit,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,loan_FICO_within_policy,app_funding_rl,creditscore_within_policy_flag,char_to_bit,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,loan_LTV_within_policy,app_funding_rl,ltv_within_policy_flag,char_to_bit,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,loan_note_date_in_range,app_funding_rl,note_date_in_range_flag,char_to_bit,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,loan_officer_responsible_code,app_operational_rl,assigned_funding_analyst,officer_code_to_email_enum,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,loan_Paystub_within_30days,app_funding_rl,paystub_within_30days_pr_flag,char_to_bit,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,loan_Paystub2_within_30days,app_funding_rl,paystub_within_30days_sec_flag,char_to_bit,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,loan_reference1,app_funding_checklist_rl,applicant_references_checked_flag,char_to_bit,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,loan_term_within_policy,app_funding_rl,term_within_policy_flag,char_to_bit,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,loan_unit_confirmed,app_funding_checklist_rl,unit_confirmed_flag,char_to_bit,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,motor_title_mb_lienholder,app_funding_checklist_rl,motor_title_mb_lienholder_enum,enum,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,motor_title_vin_confirm,app_funding_checklist_rl,motor_title_vin_confirmed_enum,enum,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,motor_ucc1_mb_lienholder,app_funding_checklist_rl,motor_ucc_mb_lienholder_enum,enum,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,motor_ucc1_vin_confirm,app_funding_checklist_rl,motor_ucc_vin_confirmed_enum,enum,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,new_motor_invoice_confirmed,app_funding_checklist_rl,new_motor_1_invoice_confirmed_enum,enum,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,new_motor2_invoice_confirmed,app_funding_checklist_rl,new_motor_2_invoice_confirmed_enum,enum,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,new_rv_boat_invoice_confirmed,app_funding_checklist_rl,new_rv_boat_invoice_confirmed_enum,enum,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,new_trailer_invoice_confirmed,app_funding_checklist_rl,new_trailer_invoice_confirmed_enum,enum,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,other_dealer_fees_1,app_funding_contract_rl,other_dealer_fee_1,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,other_dealer_fees_2,app_funding_contract_rl,other_dealer_fee_2,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,other_dealer_fees_3,app_funding_contract_rl,other_dealer_fee_3,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,other_dealer_fees_4,app_funding_contract_rl,other_dealer_fee_4,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,other_dealer_fees_5,app_funding_contract_rl,other_dealer_fee_5,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,other_dealer_fees_6,app_funding_contract_rl,other_dealer_fee_6,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,other_public_official_fee_1,app_funding_contract_rl,other_public_official_fee_1,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,other_public_official_fee_2,app_funding_contract_rl,other_public_official_fee_2,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,other_public_official_fee_3,app_funding_contract_rl,other_public_official_fee_3,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,payoff_amount,app_funding_contract_rl,payoff_mb_loan_amount,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,payoff_loan_number,app_funding_contract_rl,payoff_mb_loan_number,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,payoff_loan_verified,app_funding_checklist_rl,payoff_mb_loan_verified_enum,enum,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,registration_fee,app_funding_contract_rl,registration_fee,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,rv_boat_title_mb_lienholder,app_funding_checklist_rl,rv_boat_title_mb_lienholder_enum,enum,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,rv_boat_title_vin_confirm,app_funding_checklist_rl,rv_boat_title_vin_confirmed_enum,enum,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,rv_boat_ucc1_mb_lienholder,app_funding_checklist_rl,rv_boat_ucc_mb_lienholder_enum,enum,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,rv_boat_ucc1_vin_confirm,app_funding_checklist_rl,rv_boat_ucc_vin_confirmed_enum,enum,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,subtotal,app_funding_rl,subtotal,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,taxes,app_funding_contract_rl,taxes,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,title_fee,app_funding_contract_rl,title_fee,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,total_amount_finances,app_funding_contract_rl,total_amount_financed,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,total_of_payments,app_funding_rl,total_of_payments_amount,,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,trailer_title_mb_lienholder,app_funding_checklist_rl,trailer_title_mb_lienholder_enum,enum,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,trailer_title_vin_confirm,app_funding_checklist_rl,trailer_title_vin_confirmed_enum,enum,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,trailer_ucc1_mb_lienholder,app_funding_checklist_rl,trailer_ucc_mb_lienholder_enum,enum,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,trailer_ucc1_vin_confirm,app_funding_checklist_rl,trailer_ucc_vin_confirmed_enum,enum,
/Provenir/Request/CustData/IL_application/Il_fund_checklist,ucc1_filed_by_Merrick,app_funding_checklist_rl,ucc_filed_by_mb_enum,enum,
/Provenir/Request/CustData/IL_application/Il_ITI_control,funding_date,app_base,funding_date,,
/Provenir/Request/CustData/IL_application/Il_ITI_note,payment_date,app_funding_contract_rl,first_payment_date,,
/Provenir/Request/CustData/IL_application/Il_ITI_note,product_number,app_funding_rl,product_number,,
/Provenir/Request/CustData/IL_application/Il_fund_dlr_ach,dlr_aba,app_dealer_rl,bank_routing_num,,
/Provenir/Request/CustData/IL_application/Il_fund_dlr_ach,dlr_account_num,app_dealer_rl,bank_account_num,,
/Provenir/Request/CustData/IL_application/Il_fund_dlr_ach,dlr_bank_name,app_dealer_rl,bank_name,,
/Provenir/Request/CustData/IL_application/Il_fund_dlr_ach,dlr_bank_phone,app_dealer_rl,bank_phone,,
/Provenir/Request/CustData/IL_application/Il_fund_dlr_ach,dlr_check_or_sav,app_dealer_rl,bank_account_type_enum,last_valid_pr_contact,22/32
/Provenir/Request/CustData/IL_application/Il_fund_dlr_ach,dlr_fsp_num,app_dealer_rl,fsp_num,,
/Provenir/Request/CustData/IL_application/Il_fund_dlr_ach,dlr_name,app_dealer_rl,dealer_name,,
/Provenir/Request/CustData/IL_application/Il_fund_dlr_ach,dlr_proceeds_amount,app_funding_contract_rl,total_dealer_proceeds,,
/Provenir/Request/CustData/IL_application/Il_fund_dlr_ach,suppress_ach,app_transactional_rl,suppress_ach_funding_flag,char_to_bit,
/Provenir/Request/CustData/IL_application/IL_backend_policies,gap_company,app_warranties_rl,company_name,warranty_field(623),
/Provenir/Request/CustData/IL_application/IL_backend_policies,gap_amount,app_warranties_rl,amount,warranty_field(623),
/Provenir/Request/CustData/IL_application/IL_backend_policies,gap_term,app_warranties_rl,term_months,warranty_field(623),
/Provenir/Request/CustData/IL_application/IL_backend_policies,gap_policy,app_warranties_rl,policy_number,warranty_field(623),
/Provenir/Request/CustData/IL_application/IL_backend_policies,gap_lien,app_warranties_rl,merrick_lienholder_flag,"char_to_bit, warranty_field(623)",
/Provenir/Request/CustData/IL_application/IL_backend_policies,service_contract_company,app_warranties_rl,company_name,warranty_field(626),
/Provenir/Request/CustData/IL_application/IL_backend_policies,service_contract_amount,app_warranties_rl,amount,warranty_field(626),
/Provenir/Request/CustData/IL_application/IL_backend_policies,service_contract_term,app_warranties_rl,term_months,warranty_field(626),
/Provenir/Request/CustData/IL_application/IL_backend_policies,service_contract_policy,app_warranties_rl,policy_number,warranty_field(626),
/Provenir/Request/CustData/IL_application/IL_backend_policies,ext_warranty_company,app_warranties_rl,company_name,warranty_field(622),
/Provenir/Request/CustData/IL_application/IL_backend_policies,ext_warranty_amount,app_warranties_rl,amount,warranty_field(622),
/Provenir/Request/CustData/IL_application/IL_backend_policies,ext_warranty_term,app_warranties_rl,term_months,warranty_field(622),
/Provenir/Request/CustData/IL_application/IL_backend_policies,ext_warranty_policy,app_warranties_rl,policy_number,warranty_field(622),
/Provenir/Request/CustData/IL_application/IL_backend_policies,road_side_company,app_warranties_rl,company_name,warranty_field(625),
/Provenir/Request/CustData/IL_application/IL_backend_policies,road_side_amount,app_warranties_rl,amount,warranty_field(625),
/Provenir/Request/CustData/IL_application/IL_backend_policies,road_side_term,app_warranties_rl,term_months,warranty_field(625),
/Provenir/Request/CustData/IL_application/IL_backend_policies,road_side_policy,app_warranties_rl,policy_number,warranty_field(625),
/Provenir/Request/CustData/IL_application/IL_backend_policies,credit_life_company,app_warranties_rl,company_name,warranty_field(621),
/Provenir/Request/CustData/IL_application/IL_backend_policies,credit_life_amount,app_warranties_rl,amount,warranty_field(621),
/Provenir/Request/CustData/IL_application/IL_backend_policies,credit_life_term,app_warranties_rl,term_months,warranty_field(621),
/Provenir/Request/CustData/IL_application/IL_backend_policies,credit_life_policy,app_warranties_rl,policy_number,warranty_field(621),
/Provenir/Request/CustData/IL_application/IL_backend_policies,credit_disability_company,app_warranties_rl,company_name,warranty_field(620),
/Provenir/Request/CustData/IL_application/IL_backend_policies,credit_disability_amount,app_warranties_rl,amount,warranty_field(620),
/Provenir/Request/CustData/IL_application/IL_backend_policies,credit_disability_term,app_warranties_rl,term_months,warranty_field(620),
/Provenir/Request/CustData/IL_application/IL_backend_policies,credit_disability_policy,app_warranties_rl,policy_number,warranty_field(620),
/Provenir/Request/CustData/IL_application/IL_backend_policies,other_company,app_warranties_rl,company_name,warranty_field(624),
/Provenir/Request/CustData/IL_application/IL_backend_policies,other_amount,app_warranties_rl,amount,warranty_field(624),
/Provenir/Request/CustData/IL_application/IL_backend_policies,other_term,app_warranties_rl,term_months,warranty_field(624),
/Provenir/Request/CustData/IL_application/IL_backend_policies,other_policy,app_warranties_rl,policy_number,warranty_field(624),
/Provenir/Request/CustData/IL_application/IL_ITI_control,funding_date,app_base,funding_date,,
/Provenir/Request/CustData/IL_application/IL_ITI_control,account_number,app_funding_rl,account_number,,
/Provenir/Request/CustData/IL_application/IL_ITI_control,boarding_datetime,app_funding_rl,boarding_date,,
/Provenir/Request/CustData/IL_application/IL_ITI_control,verification_number,app_funding_rl,verification_number,,
/Provenir/Request/CustData/IL_application,tied_app_id,app_historical_lookup,,add_history,
/Provenir/Request/CustData/IL_application,tied_app_indicator,app_historical_lookup,,add_history,
/Provenir/Request/CustData/IL_application/Il_contact,drivers_license,app_historical_lookup,,add_history,
/Provenir/Request/CustData/IL_application/Il_contact,drivers_license_expiration,app_historical_lookup,,add_history,
/Provenir/Request/CustData/IL_application/Il_contact,drivers_license_state,app_historical_lookup,,add_history,
/Provenir/Request/CustData/IL_application/IL_app_decision_info,experian_bankruptcy_score,app_historical_lookup,,add_history,
/Provenir/Request/CustData/IL_application/IL_app_decision_info,experian_bankruptcy_score2,app_historical_lookup,,add_history,
/Provenir/Request/CustData/IL_application/IL_app_decision_info,experian_fico_score,app_historical_lookup,,add_history,
/Provenir/Request/CustData/IL_application/IL_app_decision_info,experian_fico_score_10t,app_historical_lookup,,add_history,
/Provenir/Request/CustData/IL_application/IL_app_decision_info,experian_fico_score_10t_2,app_historical_lookup,,add_history,
/Provenir/Request/CustData/IL_application/IL_app_decision_info,experian_fico_score_f9,app_historical_lookup,,add_history,
/Provenir/Request/CustData/IL_application/IL_app_decision_info,experian_fico_score_f9_2,app_historical_lookup,,add_history,
/Provenir/Request/CustData/IL_application/IL_app_decision_info,experian_fico_score_v8,app_historical_lookup,,add_history,
/Provenir/Request/CustData/IL_application/IL_app_decision_info,experian_fico_score_v8_2,app_historical_lookup,,add_history,
/Provenir/Request/CustData/IL_application/IL_app_decision_info,experian_fico_score2,app_historical_lookup,,add_history,
/Provenir/Request/CustData/IL_application/IL_app_decision_info,experian_Vantage_score,app_historical_lookup,,add_history,
/Provenir/Request/CustData/IL_application/IL_app_decision_info,experian_Vantage_score2,app_historical_lookup,,add_history,
/Provenir/Request/CustData/IL_application/IL_app_decision_info,experian_vantage4_score,app_historical_lookup,,add_history,
/Provenir/Request/CustData/IL_application/IL_app_decision_info,experian_vantage4_score2,app_historical_lookup,,add_history,
/Provenir/Request/CustData/IL_application/IL_app_decision_info,CRI_score_p,scores,,add_score(CRI_pr),
/Provenir/Request/CustData/IL_application/IL_app_decision_info,CRI_score_s,scores,,add_score(CRI_sec),
/Provenir/Request/CustData/IL_application/IL_app_decision_info,MRV_Score_P,scores,,add_score(MRV_pr),
/Provenir/Request/CustData/IL_application/IL_app_decision_info,MRV_Score_S,scores,,add_score(MRV_sec),
